11010505-12,Jin,"[""Manager... Are you busy?"","")Wait... This sounds a lot like a goodbye?""]",156,SMS_M_Jin_36_05_01,130,SMS_M_Jin_36_06_01,0,0,I don't understand?,This is so sudden!,
11070611-13,Jungkook,"[""Jeongguk"",""That's shocking.""]",156,SMS_M_Jungkook_48_02_01,0,SMS_M_Jungkook_48_03_01,0,0,You've grown!,You're becoming an adult!,
11070611-26,Jungkook,"[""Jeongguk"","")Do you really want me to grow up so fast?""]",156,SMS_M_Jungkook_48_05_01,0,SMS_M_Jungkook_48_06_01,0,0,No.....,Yes!!!!!,
41014002-11,Jin,"[""Manager"",""but it's killing me""]",91,SMS_4S_Jin_04_02_01,156,SMS_4S_Jin_04_03_01,130,SMS_4S_Jin_04_04_01,8They're doing it because they like you. Hang in there!,Do you want to go get dinner?,Leave the maknaes to me!
41014003-10,Jin,"[""Manager"",""'Am I beautiful or are flowers beautiful""]",91,SMS_4S_Jin_06_02_01,130,SMS_4S_Jin_06_03_01,156,SMS_4S_Jin_06_04_01,Both are beautiful!,"Seok Jin, you're beautiful!",Flowers are beautiful!
41014007-8,Jin,"[""I have to steel myself"",""Just like Snow White!""]",156,SMS_4S_Jin_14_02_01,91,SMS_4S_Jin_14_03_01,0,SMS_4S_Jin_14_04_01,I'll be your prince!,",Fairy tales are exactly that, fairy tales...",.That makes me feel calm for some weird reason?
41014010-10,Jin,"[""2You've had a hard time lately, haven't you Manager"",""No, you should say it""]",156,SMS_4S_Jin_20_02_01,130,SMS_4S_Jin_20_03_01,91,SMS_4S_Jin_20_04_01,"'To be honest, I'm having a hard time.",%I feel more energetic when I see you!,'I'll make sure to speak up next time.
41014011-10,Jin,"[""'Sometimes I wish I could be young again"",""HThe lollipops they would sell at the stationery store in front of school""]",130,SMS_4S_Jin_22_02_01,91,SMS_4S_Jin_22_03_01,156,SMS_4S_Jin_22_04_01,"I liked those, too!",Jellies are a whole lot better!,Do you want me to buy you some?
41014012-9,Jin,"[""\""Manager I'm back at the dorm now"","".And I don't like that kind of mood either...""]",130,SMS_4S_Jin_24_02_01,156,SMS_4S_Jin_24_03_01,0,0,",Your health is more important than the mood.",/You care so much about the people around you...,
41024001-11,Suga,"["")My stomach hurt so I went to the hospital"",""When I want to relieve stress""]",156,SMS_4S_Suga_02_02_01,91,SMS_4S_Suga_02_03_01,130,SMS_4S_Suga_02_04_01,I eat spicy food.,I watch scary movies.,I think of you guys!
41024003-12,Suga,"[""Did you eat dinner?"",""You don't want to?""]",130,SMS_4S_Suga_06_02_01,156,SMS_4S_Suga_06_03_01,91,SMS_4S_Suga_06_04_01,Great!! I'll be right out.,.I thought you didn't like that kind of food?,I don't feel so good today...
41024005-9,Suga,"[""I should get glasses"",""They ask me if I'm mad""]",91,SMS_4S_Suga_10_02_01,130,SMS_4S_Suga_10_03_01,156,SMS_4S_Suga_10_04_01,"""Are you sure people misunderstand?",'I think glasses would look nice on you!,%I like you better without glasses T_T
41024010-9,Suga,"[""1I wish there were fancams of you dancing, Manager"",""I need a new source of amusement""]",130,SMS_4S_Suga_20_02_01,91,SMS_4S_Suga_20_03_01,156,SMS_4S_Suga_20_04_01,*I don't think my fancams would be funny.,"*I watch your fancams too sometimes, Yunki.",!Well... Whatever makes you laugh.
41024011-9,Suga,"[""6I take that back I don't want to be reborn as a rock"",""8I don't think there's anything as fun or interesting""]",130,SMS_4S_Suga_22_02_01,91,SMS_4S_Suga_22_03_01,156,SMS_4S_Suga_22_04_01,I'm crying.,Did something happen?,.Wouldn't it be fun to live a different life?
41024012-11,Suga,"[""#Whenever I see Jeongguk eat so well"",""That's how in sync we are""]",130,SMS_4S_Suga_24_02_01,156,SMS_4S_Suga_24_03_01,91,SMS_4S_Suga_24_04_01,That sounds pricey.,I'll buy next time!,You guys get along so well!
41034001-10,J-Hope,"[""Managerrr"",""So fragrant!! So pretty!!""]",156,SMS_4S_J-hope_02_02_01,91,SMS_4S_J-hope_02_03_01,130,SMS_4S_J-hope_02_04_01,How beautiful!,Must've cost a fortune...,Why do you need flowers?
41034003-15,J-Hope,"[""I had a weird dream"",""\""I'm so glad you're our manager""]",130,SMS_4S_J-hope_06_02_01,91,SMS_4S_J-hope_06_03_01,156,SMS_4S_J-hope_06_04_01,I'm more thankful.,That sounds like a fun dream...,;I think you feel a lot of pressure being the Dance Captain.
41034007-6,J-Hope,"[""Manager"",""Rainy days?? Hm...""]",156,SMS_4S_J-hope_14_02_01,130,SMS_4S_J-hope_14_03_01,0,0,I do!,"No, I don't...",
41034009-15,J-Hope,"["")We did a deep clean of the dorms today..."",""I want some chicken >_<""]",156,SMS_4S_J-hope_18_02_01,0,SMS_4S_J-hope_18_03_01,0,SMS_4S_J-hope_18_04_01,Order some!,You had chicken yesterday!,It's not good for you...
41034011-8,J-Hope,"[""7T_____________________________________________________T"",""OAnd it's stuck somewhere in the middle of the Pacific Ocean... What do I do?!""]",91,SMS_4S_J-hope_22_02_01,130,SMS_4S_J-hope_22_03_01,156,SMS_4S_J-hope_22_04_01,Time to give up...,I'll sort it out.,$Be patient and wait a little longer.
41034012-12,J-Hope,"[""M a n a g e r..."",""5I'm itching to do something and I can't stand it!""]",130,SMS_4S_J-hope_24_02_01,156,SMS_4S_J-hope_24_03_01,91,SMS_4S_J-hope_24_04_01,"(Still, rest up when you have the chance.",'Try practicing some light choreography?,"""Hoseok, you're a practice fiend!"
41044002-12,RM,"[""&The bird fights its way out of the egg"",""Ha... Cool, right?""]",156,SMS_4S_RM_04_02_01,91,SMS_4S_RM_04_03_01,130,SMS_4S_RM_04_04_01,"Yeah, it's so cool!",What does that mean?,My head hurts...
41044003-7,RM,"[""0Manager thanks for suggesting that I go on walks"",""Lately I've been wandering around at night, through grassy fields, next to the river, on the hiking trails in the mountains...""]",130,SMS_4S_RM_06_02_01,156,SMS_4S_RM_06_03_01,91,SMS_4S_RM_06_04_01,.Isn't it dangerous to wander alone at night?,"I wanna go, too!",")Emotionally expressive as always, Namjun."
41044008-7,RM,"[""Did you know?"",""FNo one noticed, but there's a new caf that opened up near our dorm""]",130,SMS_4S_RM_16_02_01,0,SMS_4S_RM_16_03_01,91,SMS_4S_RM_16_04_01,Did you go?,How are the prices?,I didn't notice at all.
41044011-12,RM,"[""Do you want to cool off"","">Is there anything in particular you want to do there, Manager?""]",130,SMS_4S_RM_22_02_01,156,SMS_4S_RM_22_03_01,91,SMS_4S_RM_22_04_01,Eat chicken!,Go for a walk!,Watch buskers perform!
41044012-11,RM,"[""I want to ask you something"",""\""How many points would you give me?""]",156,SMS_4S_RM_24_02_01,91,SMS_4S_RM_24_03_01,130,SMS_4S_RM_24_04_01,100 points!,No points.,I can't tell you.
41054002-8,Jimin,"[""Why are they doing this... T_T"",""\""Why are they doing this to me? T_T""]",130,SMS_4S_Jimin_04_02_01,156,SMS_4S_Jimin_04_03_01,0,SMS_4S_Jimin_04_04_01,It's because you're so cute.,"""I want to play pranks on you, too.",Teach them a lesson!
41054003-7,Jimin,"[""Did you know?"",""BAnd there's supposed to be something really really really sour!!""]",130,SMS_4S_Jimin_06_02_01,91,SMS_4S_Jimin_06_03_01,156,SMS_4S_Jimin_06_04_01,"Your favorite flavor, Jimin!",I can feel your excitement!,Should we go check it out?
41054005-6,Jimin,"[""LI feel super refreshed after working out, sweating, and then showering loool"",""*Yeah lol! It's great picking it up again""]",130,SMS_4S_Jimin_10_02_01,156,SMS_4S_Jimin_10_03_01,91,SMS_4S_Jimin_10_04_01,"%How long did you do kendo for, again?",*The kendo uniform looks so good on you >_<,+Aren't you going a little too frequently?
41054006-6,Jimin,"[""Manager when you look at me"",""FI made a bet with the other members about what you'd say! Hurry lol!""]",156,SMS_4S_Jimin_12_02_01,130,SMS_4S_Jimin_12_03_01,91,SMS_4S_Jimin_12_04_01,"Puppy, cat...",Mang-gae-ddeok!,Your parents?
41054009-7,Jimin,"[""LIt'd be better to take long sleeves if I'm going to the mountains right?"",""KHahaha we played a game and I have to do the punishment... Go hiking alone!""]",156,SMS_4S_Jimin_18_02_01,130,SMS_4S_Jimin_18_03_01,91,SMS_4S_Jimin_18_04_01,Hiking... Sounds fun!,Such a heartless competition...,%Are you sure it isn't match fixing?
41054011-7,Jimin,"[""&Isn't today's weather really nice?"",""I really want to go somewhere""]",156,SMS_4S_Jimin_22_02_01,130,SMS_4S_Jimin_22_03_01,91,SMS_4S_Jimin_22_04_01,Like... the ocean?,Like... the mountains?,"$Wherever it is, let's go together!"
41064002-7,V,"[""I made an effort today"",""Tried a caramel macchiato""]",130,SMS_4S_V_04_02_01,156,SMS_4S_V_04_03_01,91,SMS_4S_V_04_04_01,How'd it taste?,'I better mark this date on my calendar.,And?
41064003-8,V,"[""I'm getting super serious now"","".Do you like me better with or without glasses?""]",130,SMS_4S_V_06_02_01,91,SMS_4S_V_06_03_01,156,SMS_4S_V_06_04_01,'I was expecting a different question...,That's a serious conundrum!,That's not important.
41064004-7,V,"[""It's that time again"",""6The time when I have to think about what to wear today""]",156,SMS_4S_V_08_02_01,91,SMS_4S_V_08_03_01,130,SMS_4S_V_08_04_01,!You have your own sense of style!,"#So you have that problem, too, huh?","Anything suits you, Taehyung..."
41064010-9,V,"[""O Manager"",""L2. Smile at your reflection until your mouth turns square-shaped easy right?""]",130,SMS_4S_V_20_02_01,91,SMS_4S_V_20_03_01,156,SMS_4S_V_20_04_01,You want me to smile?,%How do I make my mouth square-shaped?,"Wow, so cute!"
41064011-7,V,"[""This is unfair"",""2I just show a little more love to the food I like!""]",91,SMS_4S_V_22_02_01,156,SMS_4S_V_22_03_01,130,SMS_4S_V_22_04_01,That's being picky.,The way you said that was cute.,"2So, things like hamburgers and black bean noodles?"
41064012-8,V,"[""Hello"",""]I've regained my perfect skin status by cleansing with vinegar and using various face masks""]",130,SMS_4S_V_24_02_01,156,SMS_4S_V_24_03_01,91,SMS_4S_V_24_04_01,%You're calling yourself... perfect?,#I'm glad your pimple friend left.,5Looks like that vinegar cleanse was really effective.
41074002-9,Jungkook,"[""When did you leave, Manager?"",""I was drenched in sweat.""]",156,SMS_4S_Jungkook_04_02_01,91,SMS_4S_Jungkook_04_03_01,130,SMS_4S_Jungkook_04_04_01,Why didn't you turn the AC on?,*It was hot for me and I was just watching.,Is the AC broken?
41074003-7,Jungkook,"[""<Sometimes I think about how great it would be to have wings."","",I want to see and experience tons of things.""]",91,SMS_4S_Jungkook_06_02_01,130,SMS_4S_Jungkook_06_03_01,156,SMS_4S_Jungkook_06_04_01,"8True, you'd be able to do a lot of different things...",Wouldn't your wings get tired?,"'Do everything you want to do, Jeongguk."
41074004-8,Jungkook,"[""FI want to hurry up and be an adult so that I can do everything myself."",""#You should let me take care of you.""]",91,SMS_4S_Jungkook_08_02_01,130,SMS_4S_Jungkook_08_03_01,156,SMS_4S_Jungkook_08_04_01,I'm okay.,"""I think you're grown up already?",Can I cry? T___T
41074009-10,Jungkook,"[""5I realized that I was already experiencing true love."",""/just realized just how precious they are to me.""]",130,SMS_4S_Jungkook_18_02_01,0,SMS_4S_Jungkook_18_03_01,0,SMS_4S_Jungkook_18_04_01,2It's a shame that I'm the only one reading this!,I'm included...,You scared me!
41074011-8,Jungkook,"[""Manager I'm used to it now."",""?It looks cool because I give it my own flair, a 90-degree angle""]",130,SMS_4S_Jungkook_22_02_01,91,SMS_4S_Jungkook_22_03_01,156,SMS_4S_Jungkook_22_04_01,&I'm glad you've gotten used to it.,"$What do you mean, a 90-degree angle?",'We agreed to change it to a deep bow...
41074012-8,Jungkook,"[""Do you have any habits, Manager?"","">It's to the point where it feels weird when I don't do it.""]",91,SMS_4S_Jungkook_24_02_01,130,SMS_4S_Jungkook_24_03_01,156,SMS_4S_Jungkook_24_04_01,That's a cute habit.,":I think I've seen you pick at your peach fuzz, Jeongguk!","""Tell me some of your other habits."
31015001-7,Jin,"[""Manager, how are you"",""<I'm always chivalrous. Let me blow you a kiss to remind you.""]",156,SMS_5S_Jin_01_02_01,91,SMS_5S_Jin_01_03_01,130,SMS_5S_Jin_01_04_01,What is this?,Did you do something wrong?,"I mean, yes, I am."
31015001-23,Jin,"[""Manager, how are you"",""\""Answer me when is my birthday? ^_^""]",130,SMS_5S_Jin_01_05_01,130,SMS_5S_Jin_01_06_01,156,SMS_5S_Jin_01_07_01,September 1st,October 13th,December 4th
31015002-8,Jin,"[""Manager hey Manager"",""MEDIA_FILE"",""-Then it's only natural that I show you this""]",130,SMS_5S_Jin_03_02_01,156,SMS_5S_Jin_03_03_01,91,SMS_5S_Jin_03_04_01,What's this?,So handsome.,I'm dizzy.
31015002-17,Jin,"[""Manager hey Manager"",""This is soooo fun""]",130,SMS_5S_Jin_03_05_01,156,SMS_5S_Jin_03_06_01,0,0,This is no jams.,I agree.,
31015003-9,Jin,"[""Brrrrrr..."",""!I'm at the ski resort right now""]",130,SMS_5S_Jin_05_02_01,156,SMS_5S_Jin_05_03_01,0,0,Lucky duck.,You know how to ski?,
31015003-16,Jin,"[""Brrrrrr..."",""Manager, do you know how to ski?""]",156,SMS_5S_Jin_05_05_01,130,SMS_5S_Jin_05_06_01,91,SMS_5S_Jin_05_07_01,I'm pretty good!,"No, I don't...",Skiing's ehh...
31015004-8,Jin,"[""Seok Jin"",""4I can't believe you're only texting me now cough""]",130,SMS_5S_Jin_07_02_01,91,SMS_5S_Jin_07_03_01,156,SMS_5S_Jin_07_04_01,Sorry...,Are you exaggerating?,Is it really that bad?
31015004-22,Jin,"[""Seok Jin"",""-Yep thanks to them I've been in bed all day""]",91,SMS_5S_Jin_07_05_01,156,SMS_5S_Jin_07_06_01,130,SMS_5S_Jin_07_07_01,You didn't practice at all?,Now I want that blanket.,You look too healthy!
31015005-5,Jin,"[""[The Benefits of Bananas]"",""1. Rich in Potassium and good for high blood pressure 2. Stimulates production of Serotonin, making it good for depression 3. Rich in fiber, good for the digestive system""]",130,SMS_5S_Jin_09_02_01,156,SMS_5S_Jin_09_03_01,91,SMS_5S_Jin_09_04_01,?????,Thanks for letting me know...,You want me to buy you bananas?
31015005-21,Jin,"[""[The Benefits of Bananas]"",""-Mistakes like this make me more human you see""]",130,SMS_5S_Jin_09_05_01,156,SMS_5S_Jin_09_06_01,91,SMS_5S_Jin_09_07_01,Return them!,Time to buckle down and eat them,$When are we going to eat them all...
31025001-10,Suga,"[""O Master Sage Min Yunki"",""lol""]",130,SMS_5S_Suga_01_02_01,156,SMS_5S_Suga_01_03_01,91,SMS_5S_Suga_01_04_01,What are you even bad at?,So shameless!,Not that amazing...
31025001-21,Suga,"[""O Master Sage Min Yunki"",""Stuff like that?""]",91,SMS_5S_Suga_01_05_01,0,SMS_5S_Suga_01_06_01,156,SMS_5S_Suga_01_07_01,That's all nonsense.,Sounds plausible?,"&Try guessing what I'm thinking, too!"
31025002-12,Suga,"[""'Sleep in on a clear, fine dust-free day"",""So I don't forget""]",91,SMS_5S_Suga_03_02_01,0,SMS_5S_Suga_03_03_01,0,SMS_5S_Suga_03_04_01,%Why are you writing that out here...?,I see... Okay.,2Okay! I'll make sure to remember and remind you!
31025002-27,Suga,"[""'Sleep in on a clear, fine dust-free day"",""Hmm am I thinking too small?""]",91,SMS_5S_Suga_03_05_01,0,SMS_5S_Suga_03_06_01,0,SMS_5S_Suga_03_07_01,You're thinking a little small.,Not at all!,"""I hope these make you feel better."
31025003-10,Suga,"[""Why'd you do that to me"","",and all we needed to do was simple movements""]",130,SMS_5S_Suga_05_02_01,156,SMS_5S_Suga_05_03_01,0,SMS_5S_Suga_05_04_01,I'm so sorry...,You fell perfectly into my trap.,That was completely my fault.
31025003-22,Suga,"[""Why'd you do that to me"",""MEDIA_FILE"",""Here is the proof of my passion""]",91,SMS_5S_Suga_05_05_01,0,SMS_5S_Suga_05_06_01,130,SMS_5S_Suga_05_07_01,Isn't that a wet wipe?,"Don't cry, just get stronger.","""Somehow that just hurts me more..."
31025004-8,Suga,"[""'I've received some new information..."",""Says who?""]",91,SMS_5S_Suga_07_02_01,0,SMS_5S_Suga_07_03_01,156,SMS_5S_Suga_07_04_01,I can't tell you.,It was...,Says me!
31025004-18,Suga,"[""'I've received some new information..."",""%That was me enjoying my food shupshup""]",130,SMS_5S_Suga_07_05_01,0,SMS_5S_Suga_07_06_01,0,0,That's good to hear...,I'm still worried...,
31025005-10,Suga,"[""Charging complete"",""About 22 hours""]",130,SMS_5S_Suga_09_02_01,91,SMS_5S_Suga_09_03_01,156,SMS_5S_Suga_09_04_01,A m a z i n g...,How's your fatigue?,Glad to hear you slept so well!
31025005-26,Suga,"[""Charging complete"",""&What the were you expecting something?""]",156,SMS_5S_Suga_09_05_01,0,SMS_5S_Suga_09_06_01,0,SMS_5S_Suga_09_07_01,I wasn't expecting anything.,I'm slightly disappointed.,"Yeah, I was!"
31035001-10,J-Hope,"[""Manager!"",""ODon't despair! Hoseoki's umbrella delivery service is on its way! Zoom zoom""]",130,SMS_5S_J-hope_01_02_01,156,SMS_5S_J-hope_01_03_01,0,0,"No, it's okay...",I'd appreciate that!,
31035001-19,J-Hope,"[""Manager!"",""6Okay? Ah you haven't caught a cold already have you?""]",91,SMS_5S_J-hope_01_05_01,156,SMS_5S_J-hope_01_06_01,130,SMS_5S_J-hope_01_07_01,I think I've caught a cold.,I'm strong!,%They say dummies don't catch colds!
31035002-9,J-Hope,"[""Manager hey Manager"","">How are we supposed to eat meat this early in the morning?????""]",156,SMS_5S_J-hope_03_02_01,91,SMS_5S_J-hope_03_03_01,130,SMS_5S_J-hope_03_04_01,"-Meat belongs in breakfast, lunch, and dinner!",Everyone else wants to eat it.,You don't like meat?
31035002-14,J-Hope,"[""Manager hey Manager"",""1You're not buying only meat right now, are you?""]",156,SMS_5S_J-hope_03_05_01,91,SMS_5S_J-hope_03_06_01,130,SMS_5S_J-hope_03_07_01,I'm only buying meat.,"I got dessert, too, obviously!","I bought veggies, too!"
31035003-7,J-Hope,"[""Dance practice again today?"",""Why did something come up?""]",156,SMS_5S_J-hope_05_02_01,91,SMS_5S_J-hope_05_03_01,130,SMS_5S_J-hope_05_04_01,I just wanted to see you.,I got worried.,Let's go eat!
31035003-16,J-Hope,"[""Dance practice again today?"",""+I can't fall asleep if I don't wash up!""]",91,SMS_5S_J-hope_05_05_01,156,SMS_5S_J-hope_05_06_01,130,SMS_5S_J-hope_05_07_01,'Why are you so serious all of a sudden?,"I know, I know!","Haha, don't lie!"
31035004-10,J-Hope,"[""9Hoseok are you feeling any better?? I heard you're sick"",""NNo energy... I look out the window a lot and I don't have an appetite either""]",156,SMS_5S_J-hope_07_02_01,130,SMS_5S_J-hope_07_03_01,91,SMS_5S_J-hope_07_04_01,Maybe you're homesick?,Maybe you're lovesick?,)Maybe you've bottled up too much anger?
31035004-23,J-Hope,"[""9Hoseok are you feeling any better?? I heard you're sick"",""$What am I supposed to do about this?""]",130,SMS_5S_J-hope_07_05_01,156,SMS_5S_J-hope_07_06_01,0,0,Go visit your hometown.,*We could all go to your hometown together?,
31035005-7,J-Hope,"[""%Manager! Manager!! Manaaaaaageeeeer!!"",""\""Think about your answer carefully!""]",130,SMS_5S_J-hope_09_02_01,91,SMS_5S_J-hope_09_03_01,156,SMS_5S_J-hope_09_04_01,My cellphone!,$Why would I be on a deserted island?,Necessities!
31035005-15,J-Hope,"[""%Manager! Manager!! Manaaaaaageeeeer!!"",""-I was hoping you'd say my name, actually...""]",156,SMS_5S_J-hope_09_05_01,130,SMS_5S_J-hope_09_06_01,0,SMS_5S_J-hope_09_07_01,"!Of course I'd take you, Hoseok!",You were hoping for that?,"Hoseok, you're a bit..."
31045001-9,RM,"[""When you read this message"",""How is it?""]",130,SMS_5S_RM_01_02_01,130,SMS_5S_RM_01_03_01,130,SMS_5S_RM_01_04_01,It's pretty cloudy.,It's so clear!,It's just dark.
31045001-16,RM,"[""When you read this message"",""Look back up at the sky, hurry!""]",156,SMS_5S_RM_01_05_01,91,SMS_5S_RM_01_06_01,130,SMS_5S_RM_01_07_01,Why are you doing this?,"Okay, I'll look.",Are you watching me?
31045002-10,RM,"[""Manager?"",""3I think this is insanely unfair T____T Crycry T___T""]",91,SMS_5S_RM_03_02_01,156,SMS_5S_RM_03_03_01,130,SMS_5S_RM_03_04_01,It wasn't you?,"'Of course it couldn't be you, Namjun!",It was me.
31045002-18,RM,"[""Manager?"",""\\What would be the best way? Hm... Should I set a trap? Or interrogate suspects one by one?""]",130,SMS_5S_RM_03_05_01,91,SMS_5S_RM_03_06_01,156,SMS_5S_RM_03_07_01,"""You're like a detective, Namjun.",Do you really have to do that?,Anything I can help with?
31045003-11,RM,"[""Manager, I'm bored"",""\""Hm... Do you like sports, Manager?""]",130,SMS_5S_RM_05_02_01,91,SMS_5S_RM_05_03_01,156,SMS_5S_RM_05_04_01,Totally!,"No, I don't.",I just like watching them.
31045003-22,RM,"[""Manager, I'm bored"",""What do you think it is? Hehe""]",91,SMS_5S_RM_05_05_01,156,SMS_5S_RM_05_06_01,130,SMS_5S_RM_05_07_01,Swimming.,Ice skating.,Horseback riding.
31045004-9,RM,"[""BI have something to show you, I'll send it on the count of three"",""Two and three quarters...""]",91,SMS_5S_RM_07_02_01,156,SMS_5S_RM_07_03_01,130,SMS_5S_RM_07_04_01,"""If this turns out to be nothing...",*What the I don't want to see it anymore?,Three! Three! Three!!!!
31045004-20,RM,"[""BI have something to show you, I'll send it on the count of three"",""zI've redecorated the inside so it's beyond amazing. New figures, new gear, and I even hung an art piece I really like!""]",156,SMS_5S_RM_07_05_01,91,SMS_5S_RM_07_06_01,130,SMS_5S_RM_07_07_01,You're not going to invite me?,%Did you win the lottery or something?,Send me a picture!
31045005-8,RM,"[""[I'm on the bus back to the dorms and a bunch of middle school students in uniforms got on"",""NI feel a bit sentimental when I remember poring over my notebook and workbooks""]",130,SMS_5S_RM_09_02_01,156,SMS_5S_RM_09_03_01,91,SMS_5S_RM_09_04_01,You want to go back?,".I wonder what you were like back then, Namjun.",It's not too late!
31045005-17,RM,"[""[I'm on the bus back to the dorms and a bunch of middle school students in uniforms got on"",""VMy goal in life is to have my music flow from the earphones those students are wearing""]",91,SMS_5S_RM_09_05_01,156,SMS_5S_RM_09_06_01,130,SMS_5S_RM_09_07_01,You sound so cool!,*Isn't that what's currently happening?,That's too modest of a goal!
31055001-9,Jimin,"[""Jimin! Are you busy?"",""-Ah really? Who is it? I think I can help you!""]",130,SMS_5S_Jimin_01_02_01,130,SMS_5S_Jimin_01_03_01,130,SMS_5S_Jimin_01_04_01,Yunki,Hoseok,Seok Jin
31055001-23,Jimin,"[""Jimin! Are you busy?"",""Spot-on, right?""]",91,SMS_5S_Jimin_01_05_01,156,SMS_5S_Jimin_01_06_01,130,SMS_5S_Jimin_01_07_01,Nope.,Bingo!,What do you know!
31055002-11,Jimin,"[""Ding! You've got mail!"",""Loooooooool""]",156,SMS_5S_Jimin_03_02_01,91,SMS_5S_Jimin_03_03_01,130,SMS_5S_Jimin_03_04_01,That's a cute letter.,"I'm sorry, dumplings!",I'll be right there!
31055002-21,Jimin,"[""Ding! You've got mail!"",""Did I do well? hehe""]",156,SMS_5S_Jimin_03_05_01,91,SMS_5S_Jimin_03_06_01,130,SMS_5S_Jimin_03_07_01,"Yes, good job!",Eat them if you want to.,0I'll start up a kimchi dumpling place for you.
31055003-6,Jimin,"[""Jimin did you eat yet?"",""*I'm having corn instead of a meal today!""]",91,SMS_5S_Jimin_05_02_01,156,SMS_5S_Jimin_05_03_01,130,SMS_5S_Jimin_05_04_01,You should eat a proper meal!,Do you like corn?,"I want some, too!"
31055003-16,Jimin,"[""Jimin did you eat yet?"",""You're right T_T""]",91,SMS_5S_Jimin_05_05_01,156,SMS_5S_Jimin_05_06_01,130,SMS_5S_Jimin_05_07_01,$You're going to get indigestion...,You're so busy.,You're so cool!
31055004-9,Jimin,"[""Manager did you text me?"",""\""That's okay with you right? hehe""]",130,SMS_5S_Jimin_07_02_01,0,SMS_5S_Jimin_07_03_01,156,SMS_5S_Jimin_07_04_01,A comedy.,A love story.,A martial arts movie.
31055004-18,Jimin,"[""Manager did you text me?"",""AAlthough anything is fine with me if you want to watch it Manager""]",91,SMS_5S_Jimin_07_05_01,130,SMS_5S_Jimin_07_06_01,156,SMS_5S_Jimin_07_07_01,Even scary movies?,Why are you so kind?,"Me, too!"
31055005-5,Jimin,"[""#I bought a disposable camera! Ta-da"","":I'm going to take tons and tons of pretty photos with it""]",156,SMS_5S_Jimin_09_02_01,91,SMS_5S_Jimin_09_03_01,130,SMS_5S_Jimin_09_04_01,#Are you going to take photos of me?,You can use your phone for that.,(I bet you'll take tons of nice photos!
